Section,create_equipment_variant,name,type,name_group,parent_version,design_team,obsolete,icon,ship_mtg_naval_range_upgrade,ship_mtg_armor_sub_upgrade,ship_mtg_engine_upgrade,ship_mtg_armor_upgrade,ship_anti_air_upgrade,ship_mtg_mid_engine_upgrade,ship_mtg_light_engine_upgrade,ship_mtg_carrier_engine_upgrade,ship_mtg_deck_space_upgrade,ship_mtg_hevy_engine_upgrade,ship_ASW_upgrade,ship_mtg_sp_hevy_engine_upgrade,submarine_mtg_engine_upgrade,mid_1_custom_slot,fixed_ship_deck_slot_2,fixed_ship_anti_air_slot,fixed_ship_battery_slot,rear_1_custom_slot,fixed_ship_engine_slot,fixed_ship_torpedo_slot,mid_2_custom_slot,front_1_custom_slot,fixed_ship_radar_slot,fixed_ship_torpedo_depth_charge_slot,fixed_ship_deck_slot_1,fixed_ship_fire_control_system_slot,fixed_ship_armor_slot,fixed_ship_secondaries_slot
siam_navy,create_equipment_variant,Chakri Naruebet Class,ship_hull_carrier_1,SIA_HISTORICAL_CV,,,,,6,5,3,6
siam_navy,create_equipment_variant,Great Pleiades Class,ship_hull_cruiser_coastal_defense_ship_2,SIA_HISTORICAL_BB,,,,,10,10,7,,
siam_navy,create_equipment_variant,Dhonburi Class,ship_hull_cruiser_coastal_defense_ship_1,SIA_HISTORICAL_BB,,,,,8,6,10,,
siam_navy,create_equipment_variant,Sri Ayuthia Class,ship_hull_cruiser_2,SIA_HISTORICAL_CA,0,,,,4,5,8,,
siam_navy,create_equipment_variant,Doi Ang Khang Class,ship_hull_cruiser_1,SIA_HISTORICAL_CA,0,,,,4,5,8,,
siam_navy,create_equipment_variant,Phu Kradueng Class,ship_hull_cruiser_1,SIA_HISTORICAL_CA,0,,,,4,6,8,,
siam_navy,create_equipment_variant,Taksin Class,ship_hull_cruiser_1,SIA_HISTORICAL_CL,0,,,,3,,3,,
siam_navy,create_equipment_variant,Bali Class,ship_hull_cruiser_2,SIA_HISTORICAL_CL,0,,,,3,2,4,,
siam_navy,create_equipment_variant,Maeklong Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,10,,5,,,,5
siam_navy,create_equipment_variant,Phra Ruang Class,ship_hull_light_0,SIA_HISTORICAL_DD,,,,,6,,0,,,5,,,
siam_navy,create_equipment_variant,Prap Porapak Class,ship_hull_light_1,SIA_HISTORICAL_DD,,,,,4,,1,,,5,,,
siam_navy,create_equipment_variant,Kechon Class,ship_hull_light_1,SIA_HISTORICAL_DD,,,,,5,,2,,,6,,,
siam_navy,create_equipment_variant,Ratnakosindra Class,ship_hull_micro,,,,,,8,8,,,,,,,
siam_navy,create_equipment_variant,Trad Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,3,,,,,3
siam_navy,create_equipment_variant,Sua Thayan Chon Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,2,,,,,5
siam_navy,create_equipment_variant,Sriya Monthon Class,ship_hull_frigate_2,SIA_HISTORICAL_DD,,,,,10,8,,2,,,,,5
siam_navy,create_equipment_variant,Matchanu Class,ship_hull_submarine_1,PHI_HISTORICAL_SS,0,,,,2,,,,,,,,,4
siam_navy,create_equipment_variant,Sunthorn Phu Class,ship_hull_cruiser_submarine,SIA_HISTORICAL_SS,0,,,,5,,,,,,,,,3
America_navy,create_equipment_variant,Atlanta Class,ship_hull_cruiser_2,USA_HISTORICAL_CL,,,,,5,,,2,,7,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Baltimore Class,ship_hull_cruiser_1,USA_HISTORICAL_CA,,,,,5,,,2,,7,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Gato Class,ship_hull_submarine_2,USA_HISTORICAL_SS,0,,,,7,3,,5,,,,,,,,,4,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Alaska Class,ship_hull_CB,USA_HISTORICAL_BB,,,,,10,,,4,,5,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Charleston Harbor Class,ship_hull_CB,USA_HISTORICAL_BB,,,,,10,,,4,,8,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Montana Class,ship_hull_super_heavy_1,USA_HISTORICAL_BB,0,,,,1,,,1,,,,,,3,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Iowa Class,ship_hull_super_heavy_1,USA_HISTORICAL_BB,0,,,,2,,,3,,,,,,5,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Colorado Class,ship_hull_super_heavy_1,USA_HISTORICAL_BB,0,,,,3,,,6,,,,,,3,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Northampton Class,ship_hull_cruiser_1,USA_HISTORICAL_CA,,,,,5,,,3,,5,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Des Moines Class,ship_hull_cruiser_3,USA_HISTORICAL_CA,,,,,4,,,3,,3,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Cleveland Class,ship_hull_cruiser_2,USA_HISTORICAL_CL,,,,,3,,,2,,3,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Fargo Class,ship_hull_cruiser_2,USA_HISTORICAL_CL,,,,,4,,,3,,4,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Worcester Class,ship_hull_cruiser_3,USA_HISTORICAL_CL,,,,,4,,,3,,4,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Oakland Class,ship_hull_cruiser_3,USA_HISTORICAL_CL,,,,,5,,,4,,3,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Porpoise Class,ship_hull_submarine_3,USA_HISTORICAL_SS,0,,,,5,2,,1,,,,,,,,,2,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Tambor Class,ship_hull_submarine_3,USA_HISTORICAL_SS,0,,,,5,2,,2,,,,,,,,,2,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Salmon Class,ship_hull_submarine_3,USA_HISTORICAL_SS,0,,,,5,2,,2,,,,,,,,,3,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Tench Class,ship_hull_submarine_3,USA_HISTORICAL_SS,0,,,,5,3,,2,,,,,,,,,4,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,New Orleans Class,ship_hull_cruiser_1,USA_HISTORICAL_CA,,,,,5,,,3,,7,,,,,,,,,,,,,,,,,,,,,,
America_navy,create_equipment_variant,Wichita Class,ship_hull_cruiser_1,USA_HISTORICAL_CA,,,,,5,,,3,,7,,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Gearing Class,ship_hull_light_3,MEX_HISTORICAL_DD,,,,,7,,,3,,,6,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Baltimore Class,ship_hull_cruiser_1,MEX_HISTORICAL_CA,,,,,5,,,2,,7,,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Fletcher Class,ship_hull_light_3,MEX_HISTORICAL_DD,,,,GFX_Fletcher,3,,,1,,,8,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Omaha Class,ship_hull_cruiser_1,MEX_HISTORICAL_CL,,,,GFX_Omaha,5,,,1,,7,,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Casablanca Class,ship_hull_carrier_conversion_mc,MEX_HISTORICAL_CV,,,,,5,,,1,,,,5,2,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Tacoma Class,ship_hull_frigate_2,MEX_HISTORICAL_DD,,,,GFX_Tacoma,10,,4,,5,,,,,,5,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Progreso Class,ship_hull_cruiser_0_transport_remodeling,MEX_HISTORICAL_CL,,,,,3,,,2,,4,,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Edsall Class,ship_hull_light_3,MEX_HISTORICAL_DD,,,,,5,,,2,,,3,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Crosley Class,ship_hull_light_3,MEX_HISTORICAL_DD,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Blas Godínez Class,ship_hull_micro_3,,,,,,8,,8,,,,,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Admirable Class,ship_hull_micro_4,,,,,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Auk Class,ship_hull_micro_4,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Abnaki Class,ship_hull_micro_4,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Durango Class,ship_hull_micro_4,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Guanajuato Class,ship_hull_micro_4,,,,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Wyoming Class,ship_hull_dreadnought,MEX_HISTORICAL_BB,1,,,,6,,,3,,,,,,3,,,,,,,,,,,,,,,,,,
mexico_navy,create_equipment_variant,Anáhuac Class,ship_hull_cruiser_coastal_defense_ship_1,MEX_HISTORICAL_BB,0,,,,4,,,5,,10,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,London Class,ship_hull_cruiser_1,PNG_HISTORICAL_CA,,,,,5,,,2,,5,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Koningin Regentes Class,ship_hull_cruiser_coastal_defense_ship_1,PNG_HISTORICAL_BB,,,,,6,,,4,,1,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Jacob van Heemskerck Class,ship_hull_cruiser_coastal_defense_ship_1,PNG_HISTORICAL_BB,,,,,5,,,2,,1,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Java Class,ship_hull_cruiser_1,PNG_HISTORICAL_CL,,,,,5,,,0,,7,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,De Ruyter Class,ship_hull_cruiser_2,PNG_HISTORICAL_CL,,,,,5,,,2,,5,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Tromp Class,ship_hull_cruiser_2,PNG_HISTORICAL_CL,,,,,5,,,2,,5,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Abdiel Class,ship_hull_cruiser_1,PNG_HISTORICAL_CL,,,,,3,,,1,,5,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Second M Class,ship_hull_light_2,ENG_HISTORICAL_DD,,,,,4,,,0,,,6,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Hunt II Class,ship_hull_light_1,PNG_HISTORICAL_DD,0,,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Hunt III Class,ship_hull_light_1,PNG_HISTORICAL_DD,0,,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Second H Class,ship_hull_light_1,PNG_HISTORICAL_DD,,,,,4,,,1,,,3,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Second F Class,ship_hull_light_1,PNG_HISTORICAL_DD,0,,,,4,,,0,,,3,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,O Class,ship_hull_light_1,PNG_HISTORICAL_DD,,,,,3,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Prophase Battle Class,ship_hull_light_2,PNG_HISTORICAL_DD,,,,,4,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Ch Class,ship_hull_light_2,PNG_HISTORICAL_DD,0,,,,4,,,0,,,6,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Van Galen Class,ship_hull_light_1,PNG_HISTORICAL_DD,,,,,4,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,N Class,ship_hull_light_1,ENG_HISTORICAL_DD,,,,,3,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Flores Class,ship_hull_light_monitor,PNG_HISTORICAL_DD,,,,,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Johan Maurits van Nassau Class,ship_hull_light_monitor,PNG_HISTORICAL_DD,,,,,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,Krakatau Class,ship_hull_light_monitor,PNG_HISTORICAL_DD,,,,,5,,5,5,,,,,,,,,,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,K XIV Class,ship_hull_submarine_2,PNG_HISTORICAL_SS,,,,,0,,,3,,,,,,,,,3,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,O-19 Class,ship_hull_submarine_2,PNG_HISTORICAL_SS,,,,,4,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
Australian_Administrative_Union_of_New_Guinea_Navy,create_equipment_variant,O-21 Class,ship_hull_submarine_2,PNG_HISTORICAL_SS,,,,,4,,,2,,,,,,,,,2,,,,,,,,,,,,,,,
Japanese_military_rule_in_New_Guinea_navy,create_equipment_variant,Kumotori Class,ship_hull_heavy_2,EPA_MOUNTAIN,0,,,,6,,,5,,,,,,5,,,,,,,,,,,,,,,,,,
Japanese_military_rule_in_New_Guinea_navy,create_equipment_variant,Inaba Class,ship_hull_cruiser_coastal_defense_ship_2,EPA_HISTORICAL_BB,,,,,10,,,7,,7,,,,,,,,,,,,,,,,,,,,,,
Japanese_military_rule_in_New_Guinea_navy,create_equipment_variant,Unryu Class,ship_hull_carrier_1,EPA_HISTORICAL_CV,,,,,6,,,3,,,,6,4,,,,,,,,,,,,,,,,,,,
Japanese_military_rule_in_New_Guinea_navy,create_equipment_variant,Takao Class,ship_hull_cruiser_2,JAP_MOUNTAIN,,,,,5,,,3,,5,,,,,,,,,,,,,,,,,,,,,,
Japanese_military_rule_in_New_Guinea_navy,create_equipment_variant,Ooyodo Class,ship_hull_cruiser_3,EPA_RIVER,,,,,6,,,3,,4,,,,,,,,,,,,,,,,,,,,,,
Japanese_military_rule_in_New_Guinea_navy,create_equipment_variant,Yugumo Class,ship_hull_light_3,EPA_HISTORICAL_DD,,,,,6,,,2,,,6,,,,,,,,,,,,,,,,,,,,,
Japanese_military_rule_in_New_Guinea_navy,create_equipment_variant,Matsu Class,ship_hull_light_2,EPA_PLANTS,,,,,4,,,0,,,6,,,,,,,,,,,,,,,,,,,,,
Japanese_military_rule_in_New_Guinea_navy,create_equipment_variant,Ukuru Class,ship_hull_frigate_2,EPA_HISTORICAL_CV,,,,,10,,10,,5,,,,,,5,,,,,,,,,,,,,,,,,
Japanese_military_rule_in_New_Guinea_navy,create_equipment_variant,Jyun Sen Otsu Class,ship_hull_cruiser_submarine,EPA_HISTORICAL_SS,,,,,3,,,,,,,,,,,,4,,,,,,,,,,,,,,,
Indonesian_West_Irian,create_equipment_variant,Soerabaja Class,ship_hull_cruiser_coastal_defense_ship_1,INS_HISTORICAL_BC,0,,,,4,,,5,,10,,,,,,,,,,,,,,,,,,,,,,
Indonesian_West_Irian,create_equipment_variant,Sarwadjala Class,ship_hull_cruiser_armored_cruiser,INS_HISTORICAL_CA,,,,,6,,,3,,2,,,,,,,,,,,,,,,,,,,,,,
Indonesian_West_Irian,create_equipment_variant,Soetomo Class,ship_hull_cruiser_0,INS_HISTORICAL_CL,0,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Indonesian_West_Irian,create_equipment_variant,Irian Class,ship_hull_cruiser_1,INS_HISTORICAL_CL,0,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,
Indonesian_West_Irian,create_equipment_variant,Imam Bonjol Class,ship_hull_cruiser_1,INS_HISTORICAL_CL,0,,,,5,,,5,,7,,,,,,,,,,,,,,,,,,,,,,
Indonesian_West_Irian,create_equipment_variant,Bataha Santiago Class,ship_hull_light_2,JAP_PLANTS,,,,,14,,,6,,,4,,,,,,,,,,,,,,,,,,,,,
Indonesian_West_Irian,create_equipment_variant,Kapuas Class,ship_hull_micro_4,INS_HISTORICAL_DD,0,,,,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesian_West_Irian,create_equipment_variant,Baabullah Class,ship_hull_micro_4,INS_HISTORICAL_DD,0,,,,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesian_West_Irian,create_equipment_variant,Falcon Class,ship_hull_frigate_1,INS_HISTORICAL_DD,0,,,,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesian_West_Irian,create_equipment_variant,Sen ko II Class,ship_hull_miget_sub,INS_HISTORICAL_SS,0,,,,10,,,,,,,,,,,,8,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Lubin Class,ship_hull_cruiser_0_remodeling,,,,,GFX_Biskaya,5,,,2,,5,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Nestin Class,ship_hull_large_frigate,,,,,GFX_Hestin,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Dubrovnik Class,ship_hull_light_1,,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Beograd Class,ship_hull_light_1,,,,,,4,,,0,,,4,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Zmaj Class,ship_hull_cruiser_0_transport_remodeling,,,,,,5,,,0,,3,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Dalmacija Class,ship_hull_cruiser_defenced_cruiser,,,,,,4,,,4,,1,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Neretva Class,ship_hull_ironclad,,,,,,4,,,4,,1,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Zlarin Class,ship_hull_cruiser_unprotected_cruiser,,,,,,4,,,4,,1,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Marjan Class,ship_hull_micro_2,,0,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,T1 Class,ship_hull_micro_3,,0,,,,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,T5 Class,ship_hull_micro_3,,0,,,,5,,7,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Beli Orao Class,ship_hull_micro_4,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,TČ101 Class,ship_hull_micro_4,,,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Hrabri Class,ship_hull_submarine_1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Smeli Class,ship_hull_submarine_1,,1,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Orao Class,ship_hull_frigate_1,,0,,,,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Orjen Class,ship_hull_micro_2,,0,,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,Uskok Class,ship_hull_micro_2,,0,,,,4,,5,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia_navy,create_equipment_variant,D1 Class,ship_hull_frigate_1,,0,,,,8,,10,,,,,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,Braunschweig Class,ship_hull_cruiser_1,,0,,,,2,,,2,,4,,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,Gazelle Class,ship_hull_cruiser_defenced_cruiser,,,,,,4,,,4,,1,,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,Dresden Class,ship_hull_cruiser_defenced_cruiser,,,,,,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,Afrika Class,ship_hull_cruiser_1,,,,,,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,De Grasse Class,ship_hull_cruiser_2,,,,,,5,,,2,,7,,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,Z1 Class,ship_hull_light_0,,0,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,Z5 Class,ship_hull_light_1,,0,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,Z17 Class,ship_hull_light_2,,,,,,3,,,,,,5,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,1923 Class,ship_hull_light_1,,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,1924 Class,ship_hull_light_1,,,,,,5,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
mittel_africa_navy,create_equipment_variant,G7 Class,ship_hull_large_frigate,,,,,,5,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Salamis Class,ship_hull_dreadnought,GRE_HISTORICAL_BB,0,,,,3,,,2,,,,,,5,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Kilkis Class,ship_hull_pre_dreadnought_0,GRE_HISTORICAL_BB,,,,,4,,,7,,,,,,5,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Nauarkhos Miaoulis Class,ship_hull_pre_dreadnought_0,GRE_HISTORICAL_BB,,,,,4,,,7,,,,,,5,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Georgios Averof Class,ship_hull_cruiser_armored_cruiser,GRE_HISTORICAL_BB,,,,,4,,,3,,5,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Vasileus Konstantinos Class,ship_hull_cruiser_1,GRE_HISTORICAL_CA,0,,,,2,,,2,,4,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,T/K Psara Class,ship_hull_cruiser_1,GRE_HISTORICAL_CL,,,,,1,,,1,,3,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Elli Class,ship_hull_cruiser_defenced_cruiser,GRE_HISTORICAL_CL,,,,,6,,,4,,1,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Antinauarkhos Kountouriotis Class,ship_hull_cruiser_defenced_cruiser,GRE_HISTORICAL_CL,,,,,4,,,4,,1,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Niki Class,ship_hull_light_0_old,GRE_HISTORICAL_DD,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Thuella Class,ship_hull_light_0_old,GRE_HISTORICAL_DD,,,,,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Aetos Class,ship_hull_light_1_old,GRE_HISTORICAL_DD,,,,,3,,,,,,4,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Ydra Class,ship_hull_light_1,GRE_HISTORICAL_DD,0,,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Vasileus Georgios I Class,ship_hull_light_1,GRE_HISTORICAL_DD,0,,,,2,,,0,,,0,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Aktion Class,ship_hull_light_1,GRE_HISTORICAL_DD,,,,,4,,,0,,,5,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Kriezis Class,ship_hull_light_1,GRE_HISTORICAL_DD,,,,,4,,,2,,,5,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Aigli Class,ship_hull_frigate_1,GRE_HISTORICAL_DD,,,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Proussa Class,ship_hull_frigate_1,GRE_HISTORICAL_DD,,,,,2,,0,,,,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Kyzikos Class,ship_hull_frigate_1,GRE_HISTORICAL_DD,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Katsonis Class,ship_hull_submarine_1,GRE_HISTORICAL_SS,0,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Glaukos Class,ship_hull_submarine_1,GRE_HISTORICAL_SS,0,,,,,3,,,,,,,,,,,3,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Triaina Class,ship_hull_submarine_2,GRE_HISTORICAL_SS,0,,,,7,4,,6,,,,,,,,,5,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Kissa Class,ship_hull_micro,GRE_HISTORICAL_DD,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,A1 Class,ship_hull_micro,GRE_HISTORICAL_DD,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Pleias Class,ship_hull_micro_2,GRE_HISTORICAL_DD,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,
Greece_navy,create_equipment_variant,Aktiou Class,ship_hull_micro_2,GRE_HISTORICAL_DD,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,
pelu_navy,create_equipment_variant,Independencia Class,ship_hull_cruiser_1,PRU_HISTORICAL_CA,,,,GFX_Pensacola,5,,,3,,5,,,,,,,,,,,,,,,,,,,,,,
pelu_navy,create_equipment_variant,Manqu Qhapaq Class,ship_hull_cruiser_armored_cruiser,PRU_HISTORICAL_CA,,,,GFX_ACR_11,4,,,2,,2,,,,,,,,,,,,,,,,,,,,,,
pelu_navy,create_equipment_variant,Almirante Grau Class,ship_hull_cruiser_defenced_cruiser,PRU_HISTORICAL_CL,,,,,3,,,5,,4,,,,,,,,,,,,,,,,,,,,,,
pelu_navy,create_equipment_variant,Lima Class,ship_hull_cruiser_1,PRU_HISTORICAL_CL,,,,GFX_Omaha,5,,,1,,7,,,,,,,,,,,,,,,,,,,,,,
pelu_navy,create_equipment_variant,Almirante Villar Class,ship_hull_light_0_old,PRU_HISTORICAL_DD,,,,GFX_Novik,2,,,,,,2,,,,,,,,,,,,,,,,,,,,,
pelu_navy,create_equipment_variant,Teniente Rodriguez Class,ship_hull_light_3,PRU_HISTORICAL_DD,,,,GFX_Fletcher,3,,,1,,,8,,,,,,,,,,,,,,,,,,,,,
